timestamps,TP9,AF7,AF8,TP10
1621565344.868,-68.359,-43.457,-24.414,-42.969
1621565344.872,-44.922,-48.340,-24.902,-35.156
1621565344.876,-24.414,-50.781,-26.367,-35.156
1621565344.880,-49.805,-44.922,-22.949,-36.621
1621565344.884,-72.754,-41.016,-20.996,-30.273
1621565344.888,-47.363,-40.039,-24.414,-24.414
1621565344.892,-26.855,-38.574,-26.855,-23.438
1621565344.896,-41.016,-35.156,-24.902,-25.391
1621565344.900,-55.664,-32.715,-25.391,-36.133
1621565344.904,-54.688,-33.691,-25.391,-35.645
1621565344.907,-23.926,-32.715,-22.461,-21.973
1621565344.911,-13.184,-32.715,-27.344,-25.391
1621565344.915,-57.617,-32.715,-30.762,-35.645
1621565344.919,-63.965,-32.715,-26.855,-27.832
1621565344.923,-24.414,-35.156,-29.297,-20.996
1621565344.927,-11.719,-32.227,-30.762,-22.461
1621565344.931,-42.480,-33.691,-29.297,-28.320
1621565344.935,-46.387,-30.273,-25.391,-22.461
1621565344.939,-36.621,-28.320,-27.832,-17.578
1621565344.943,-19.043,-32.227,-31.250,-19.531
1621565344.947,-17.578,-29.785,-28.320,-22.461
1621565344.951,-35.156,-25.879,-25.879,-26.855
1621565344.955,-39.062,-24.902,-27.344,-30.762
1621565344.959,-15.137,-25.391,-28.320,-24.414
1621565344.963,-1.465,-28.320,-25.879,-23.926
1621565344.967,-41.504,-30.273,-22.949,-37.598
1621565344.971,-61.035,-26.367,-22.461,-37.598
1621565344.975,-30.762,-25.391,-24.414,-28.809
1621565344.978,0.488,-28.809,-27.832,-25.391
1621565344.982,-27.832,-27.344,-24.414,-30.762
1621565344.986,-49.805,-28.320,-19.531,-26.855
1621565344.990,-33.203,-31.738,-17.090,-16.602
1621565344.994,-4.395,-27.832,-18.555,-24.414
1621565344.998,-9.766,-26.367,-20.996,-31.250
1621565345.002,-44.434,-25.879,-19.531,-42.480
1621565345.006,-47.852,-20.996,-18.555,-41.016
1621565345.010,-15.625,-22.461,-21.484,-29.297
1621565345.014,-6.836,-24.902,-23.438,-24.902
1621565345.018,-41.992,-25.391,-20.996,-22.949
1621565345.022,-52.246,-25.879,-19.531,-18.066
1621565345.026,-25.879,-27.832,-20.996,-10.254
1621565345.030,-7.812,-32.715,-24.902,-18.066
1621565345.034,-34.180,-29.297,-21.484,-20.020
1621565345.038,-45.410,-22.949,-21.973,-10.254
1621565345.042,-27.344,-29.297,-26.367,-15.625
1621565345.046,0.488,-31.250,-26.367,-17.090
1621565345.049,-23.438,-27.344,-28.320,-13.672
1621565345.053,-63.965,-30.273,-29.785,-23.438
1621565345.057,-44.434,-33.203,-29.297,-22.949
1621565345.061,-2.441,-29.785,-26.855,-10.254
1621565345.065,-13.672,-24.902,-21.973,-15.625
1621565345.069,-53.711,-25.879,-24.414,-24.902
1621565345.073,-54.688,-27.344,-31.250,-27.344
1621565345.077,-10.254,-25.879,-28.809,-19.531
1621565345.081,6.836,-22.949,-21.973,-12.695
1621565345.085,-35.156,-23.926,-17.578,-25.391
1621565345.089,-52.246,-28.809,-20.020,-31.738
1621565345.093,-24.414,-27.344,-24.414,-24.902
1621565345.097,4.395,-24.414,-22.461,-25.879
1621565345.101,-25.391,-24.902,-23.438,-28.320
1621565345.105,-55.664,-25.391,-24.902,-30.762
1621565345.109,-39.062,-25.391,-21.484,-31.250
1621565345.113,-10.742,-24.414,-20.996,-24.414
1621565345.117,-22.461,-19.043,-21.484,-28.809
1621565345.120,-50.781,-21.484,-20.508,-37.109
1621565345.124,-42.969,-20.996,-18.066,-32.715
1621565345.128,-19.043,-24.414,-20.996,-33.203
1621565345.132,-32.715,-29.785,-25.879,-36.621
1621565345.136,-53.711,-23.438,-20.020,-35.156
1621565345.140,-48.828,-19.043,-17.578,-36.621
1621565345.144,-27.344,-19.531,-20.996,-35.156
1621565345.148,-26.855,-25.879,-23.926,-39.551
1621565345.152,-52.734,-26.855,-24.902,-35.156
1621565345.156,-48.340,-20.508,-23.438,-32.715
1621565345.160,-27.344,-21.973,-24.414,-41.992
1621565345.164,-15.137,-21.973,-23.438,-40.039
1621565345.168,-33.203,-21.484,-23.438,-38.086
1621565345.172,-72.266,-30.273,-27.832,-34.668
1621565345.176,-65.430,-30.273,-26.367,-26.855
1621565345.180,-31.738,-28.320,-26.855,-34.668
1621565345.184,-41.016,-28.809,-29.785,-37.109
1621565345.188,-52.246,-21.973,-27.344,-30.762
1621565345.191,-45.898,-21.973,-24.902,-33.691
1621565345.195,-28.809,-29.297,-27.832,-28.320
1621565345.199,-24.414,-26.367,-31.250,-27.344
1621565345.203,-55.176,-22.949,-24.414,-27.344
1621565345.207,-62.012,-23.438,-20.508,-20.996
1621565345.211,-34.668,-25.391,-27.344,-11.719
1621565345.215,-22.949,-26.855,-30.762,-17.578
1621565345.219,-58.594,-23.926,-27.344,-33.691
1621565345.223,-68.359,-23.926,-25.879,-36.621
1621565345.227,-40.527,-24.414,-22.461,-28.809
1621565345.231,-19.043,-21.484,-20.996,-22.949
1621565345.235,-41.992,-17.090,-19.043,-33.691
1621565345.239,-69.336,-17.090,-18.555,-40.527
1621565345.243,-65.430,-20.020,-23.926,-45.898
1621565345.247,-24.414,-20.020,-24.902,-38.574
1621565345.251,-30.273,-20.020,-22.949,-37.598
1621565345.255,-56.641,-19.043,-21.973,-38.086
1621565345.259,-39.062,-19.043,-20.020,-28.320
1621565345.262,-24.414,-22.461,-22.949,-23.438
1621565345.266,-34.668,-24.902,-24.902,-35.156
1621565345.270,-62.500,-22.949,-21.973,-39.551
1621565345.274,-66.895,-24.902,-21.484,-35.645
1621565345.278,-36.133,-25.879,-23.926,-40.039
1621565345.282,-16.602,-26.855,-23.438,-38.574
1621565345.286,-42.480,-27.344,-20.020,-33.203
1621565345.290,-62.012,-29.297,-19.043,-39.551
1621565345.294,-54.199,-30.762,-17.578,-28.320
1621565345.298,-18.555,-27.344,-15.137,-22.461
1621565345.302,-28.320,-27.344,-19.043,-44.922
1621565345.306,-50.293,-25.391,-19.043,-39.062
1621565345.310,-45.898,-21.973,-18.066,-31.250
1621565345.314,-21.973,-20.020,-22.461,-30.273
1621565345.318,-10.254,-15.137,-21.973,-29.785
1621565345.322,-41.992,-19.043,-20.020,-33.691
1621565345.326,-54.688,-21.484,-21.484,-36.133
1621565345.330,-15.625,-19.531,-18.066,-23.926
1621565345.333,-1.465,-20.020,-17.090,-14.160
1621565345.337,-32.715,-17.090,-17.090,-29.785
1621565345.341,-48.828,-18.555,-21.973,-44.434
1621565345.345,-29.785,-20.508,-27.832,-47.852
1621565345.349,-16.602,-19.043,-24.414,-42.480
1621565345.353,-45.410,-18.555,-20.508,-35.645
1621565345.357,-58.594,-23.926,-21.973,-38.086
1621565345.361,-42.480,-25.879,-22.949,-38.574
1621565345.365,-16.602,-24.902,-25.391,-37.109
1621565345.369,-30.762,-21.484,-27.344,-37.598
1621565345.373,-49.316,-19.043,-25.391,-34.668
1621565345.377,-38.574,-18.066,-21.973,-28.809
1621565345.381,-11.719,-16.602,-18.555,-20.020
1621565345.385,-14.160,-13.672,-19.531,-26.367
1621565345.389,-44.922,-13.184,-24.902,-36.621
1621565345.393,-63.477,-18.066,-25.879,-40.039
1621565345.397,-28.809,-15.625,-21.973,-33.203
1621565345.401,2.930,-9.766,-21.973,-27.344
1621565345.404,-41.504,-11.230,-24.414,-41.016
1621565345.408,-58.105,-14.648,-24.902,-41.992
1621565345.412,-37.109,-22.949,-24.414,-35.156
1621565345.416,-26.855,-29.297,-28.809,-45.410
1621565345.420,-38.086,-21.973,-25.879,-41.504
1621565345.424,-58.594,-19.043,-22.461,-28.809
1621565345.428,-41.992,-18.555,-21.484,-21.484
1621565345.432,0.000,-19.531,-23.926,-22.461
1621565345.436,-22.949,-20.508,-24.414,-34.668
1621565345.440,-52.246,-19.043,-21.973,-40.039
1621565345.444,-42.969,-20.996,-23.438,-34.668
1621565345.448,-17.090,-21.973,-23.926,-31.738
1621565345.452,-13.184,-26.367,-27.344,-40.039
1621565345.456,-51.270,-31.250,-26.855,-38.086
1621565345.460,-53.223,-29.297,-22.461,-29.297
1621565345.464,-26.367,-27.832,-22.461,-22.949
1621565345.468,-2.441,-22.461,-22.461,-18.066
1621565345.472,-26.855,-20.996,-25.879,-30.762
1621565345.475,-55.664,-23.438,-25.391,-40.527
1621565345.479,-39.062,-23.438,-19.043,-31.738
1621565345.483,-9.277,-23.926,-20.020,-31.250
1621565345.487,-38.086,-25.391,-23.438,-44.434
1621565345.491,-65.430,-29.297,-21.973,-46.875
1621565345.495,-52.734,-28.809,-24.414,-50.781
1621565345.499,-27.832,-23.926,-21.973,-44.434
1621565345.503,-38.086,-24.902,-22.949,-43.457
1621565345.507,-66.406,-28.320,-26.855,-50.781
1621565345.511,-64.941,-23.438,-24.414,-47.852
1621565345.515,-28.809,-20.508,-24.414,-38.574
1621565345.519,-21.973,-21.484,-28.320,-40.527
1621565345.523,-69.824,-22.461,-30.273,-53.711
1621565345.527,-75.684,-22.461,-26.855,-54.199
1621565345.531,-39.062,-19.531,-21.973,-40.527
1621565345.535,-17.090,-16.113,-20.020,-31.738
1621565345.539,-41.504,-15.137,-17.090,-42.480
1621565345.543,-56.641,-14.160,-15.137,-45.410
1621565345.546,-31.738,-15.137,-18.066,-32.715
1621565345.550,-0.488,-16.113,-15.137,-24.902
1621565345.554,-19.531,-12.207,-14.648,-29.785
1621565345.558,-45.898,-11.719,-18.555,-33.203
1621565345.562,-41.016,-18.066,-18.555,-33.203
1621565345.566,-19.043,-19.043,-19.043,-26.367
1621565345.570,-31.250,-18.066,-22.949,-27.832
1621565345.574,-59.570,-24.414,-26.855,-35.156
1621565345.578,-52.246,-21.973,-26.367,-36.621
1621565345.582,-19.043,-14.160,-19.043,-26.855
1621565345.586,-14.648,-18.555,-19.043,-23.438
1621565345.590,-50.293,-17.578,-19.043,-28.320
1621565345.594,-61.035,-20.508,-21.973,-33.691
1621565345.598,-41.016,-25.879,-26.855,-35.645
1621565345.602,-19.043,-22.461,-24.902,-38.086
1621565345.606,-40.527,-19.043,-24.902,-37.109
1621565345.610,-52.246,-20.020,-23.926,-38.086
1621565345.614,-33.691,-19.043,-23.438,-36.133
1621565345.617,-8.301,-19.531,-21.973,-31.250
1621565345.621,-29.297,-20.996,-20.020,-38.574
1621565345.625,-67.871,-17.090,-23.926,-50.293
1621565345.629,-63.965,-15.137,-25.391,-47.363
1621565345.633,-24.414,-19.043,-23.438,-36.133
1621565345.637,-21.484,-19.531,-20.996,-41.016
1621565345.641,-55.176,-17.090,-18.555,-47.852
1621565345.645,-57.617,-20.508,-21.973,-43.457
1621565345.649,-24.414,-20.508,-20.996,-38.086
1621565345.653,-25.879,-21.484,-19.531,-47.363
1621565345.657,-65.918,-20.996,-21.973,-49.316
1621565345.661,-62.500,-20.020,-25.391,-49.805
1621565345.665,-33.203,-20.508,-23.926,-41.016
1621565345.669,-21.484,-20.996,-20.020,-33.691
1621565345.673,-39.062,-20.020,-22.461,-38.574
1621565345.677,-56.641,-19.531,-26.367,-44.434
1621565345.681,-44.922,-21.484,-25.879,-47.852
1621565345.685,-5.859,-20.996,-26.855,-41.504
1621565345.688,-17.090,-17.578,-25.391,-40.039
1621565345.692,-51.758,-17.578,-23.926,-45.410
1621565345.696,-47.852,-18.555,-21.973,-44.434
1621565345.700,-23.926,-17.578,-19.043,-36.133
1621565345.704,-30.273,-21.484,-20.020,-39.062
1621565345.708,-57.129,-20.996,-20.508,-41.016
1621565345.712,-53.711,-18.555,-20.020,-35.645
1621565345.716,-21.973,-17.090,-23.438,-32.715
1621565345.720,-11.719,-17.578,-25.879,-32.715
1621565345.724,-55.176,-20.020,-27.344,-39.062
1621565345.728,-63.965,-19.531,-26.367,-34.668
1621565345.732,-39.062,-20.508,-24.414,-30.762
1621565345.736,-16.113,-24.414,-26.855,-34.180
1621565345.740,-40.527,-28.809,-31.250,-42.480
1621565345.744,-70.312,-24.902,-30.273,-47.363
1621565345.748,-53.223,-23.438,-27.344,-41.504
1621565345.752,-15.137,-24.902,-30.762,-32.715
1621565345.756,-20.508,-21.973,-32.227,-34.180
1621565345.759,-60.059,-18.066,-24.414,-39.551
1621565345.763,-61.523,-16.113,-20.996,-31.250
1621565345.767,-25.879,-19.531,-27.344,-24.902
1621565345.771,-14.160,-16.602,-29.785,-33.691
1621565345.775,-41.992,-13.672,-28.809,-45.898
1621565345.779,-38.574,-12.695,-23.438,-43.457
1621565345.783,-13.184,-11.230,-26.367,-48.828
1621565345.787,-5.859,-9.766,-29.297,-59.570
1621565345.791,-26.367,-10.742,-23.926,-59.570
1621565345.795,-35.156,-14.160,-24.414,-54.688
1621565345.799,-22.949,-18.555,-25.879,-48.828
1621565345.803,-5.371,-20.996,-24.902,-37.109
1621565345.807,-35.645,-18.555,-23.438,-38.086
1621565345.811,-60.059,-16.113,-23.438,-42.480
1621565345.815,-54.688,-20.996,-26.855,-39.062
1621565345.819,-25.879,-21.484,-25.879,-32.227
1621565345.823,-27.344,-17.090,-25.391,-33.691
1621565345.827,-67.383,-19.043,-29.297,-41.504
1621565345.830,-62.500,-19.531,-26.367,-37.598
1621565345.834,-23.438,-15.625,-23.926,-23.926
1621565345.838,-19.043,-13.672,-22.461,-27.832
1621565345.842,-55.664,-16.113,-25.391,-41.016
1621565345.846,-67.383,-17.578,-23.438,-41.016
1621565345.850,-40.039,-15.137,-17.578,-33.691
1621565345.854,-10.742,-15.625,-19.531,-30.273
1621565345.858,-36.133,-14.648,-23.926,-36.133
1621565345.862,-58.105,-12.207,-21.484,-41.016
1621565345.866,-46.387,-14.648,-20.020,-36.133
1621565345.870,-19.531,-16.602,-21.973,-33.691
1621565345.874,-28.320,-16.113,-23.438,-31.738
1621565345.878,-62.012,-25.391,-29.785,-40.039
1621565345.882,-62.988,-23.438,-31.738,-48.340
1621565345.886,-29.785,-19.531,-29.785,-33.203
1621565345.890,-34.180,-21.973,-26.367,-32.715
1621565345.894,-65.918,-20.508,-25.391,-41.016
1621565345.898,-62.988,-23.926,-27.344,-36.133
1621565345.901,-40.527,-27.344,-26.367,-32.227
1621565345.905,-29.785,-29.297,-25.391,-37.109
1621565345.909,-57.617,-28.320,-28.809,-44.434
1621565345.913,-62.988,-25.391,-24.414,-40.527
1621565345.917,-37.109,-25.879,-21.484,-36.621
1621565345.921,-23.926,-24.902,-25.391,-38.086
1621565345.925,-56.152,-24.902,-25.391,-44.434
1621565345.929,-67.383,-18.555,-23.438,-45.898
1621565345.933,-40.527,-14.648,-24.414,-36.621
1621565345.937,-20.996,-20.020,-26.855,-38.086
1621565345.941,-41.504,-22.461,-26.367,-40.527
1621565345.945,-54.199,-24.414,-26.367,-42.480
1621565345.949,-48.828,-23.438,-23.926,-42.480
1621565345.953,-37.598,-19.043,-22.461,-35.156
1621565345.957,-33.203,-21.973,-23.926,-38.574
1621565345.961,-56.152,-22.461,-22.949,-39.551
1621565345.965,-54.688,-17.578,-20.996,-34.668
1621565345.969,-28.320,-22.461,-21.973,-33.691
1621565345.972,-23.926,-24.414,-27.344,-41.992
1621565345.976,-59.082,-20.508,-26.855,-48.340
1621565345.980,-58.105,-24.902,-30.762,-39.551
1621565345.984,-37.598,-25.879,-33.691,-39.551
1621565345.988,-20.508,-23.438,-25.879,-35.645
1621565345.992,-36.621,-26.367,-24.902,-32.227
1621565345.996,-54.688,-28.320,-24.414,-36.133
1621565346.000,-39.551,-26.855,-23.926,-33.691
1621565346.004,-8.789,-27.344,-26.855,-30.273
1621565346.008,-14.648,-25.879,-26.855,-32.715
1621565346.012,-56.152,-23.926,-28.320,-42.969
1621565346.016,-57.617,-22.461,-28.320,-46.387
1621565346.020,-22.949,-22.949,-27.344,-39.062
1621565346.024,-17.578,-20.020,-23.926,-42.480
1621565346.028,-42.969,-17.090,-20.020,-44.922
1621565346.032,-50.781,-21.973,-21.484,-42.969
1621565346.036,-34.668,-21.973,-24.414,-34.180
1621565346.040,-16.113,-20.508,-24.902,-32.227
1621565346.043,-43.457,-20.508,-21.484,-42.480
1621565346.047,-54.688,-15.625,-20.020,-46.387
1621565346.051,-41.016,-17.578,-23.926,-45.410
1621565346.055,-18.555,-20.020,-24.414,-40.039
1621565346.059,-32.227,-16.602,-21.484,-42.480
1621565346.063,-49.805,-17.090,-20.020,-35.645
1621565346.067,-37.109,-18.555,-20.508,-34.180
1621565346.071,-20.996,-18.066,-24.414,-39.551
1621565346.075,-28.320,-16.113,-23.438,-35.156
1621565346.079,-56.641,-20.508,-26.855,-41.504
1621565346.083,-59.082,-22.461,-27.832,-42.480
1621565346.087,-25.391,-17.090,-21.973,-28.320
1621565346.091,-29.297,-12.695,-23.438,-27.344
1621565346.095,-61.523,-16.113,-26.855,-31.250
1621565346.099,-60.547,-23.926,-31.250,-27.832
1621565346.103,-34.180,-23.438,-32.715,-24.414
1621565346.107,-9.277,-18.555,-29.785,-21.484
1621565346.111,-28.320,-15.625,-25.391,-21.484
1621565346.114,-47.363,-20.508,-24.414,-21.973
1621565346.118,-39.062,-22.949,-23.926,-17.090
1621565346.122,-12.695,-20.020,-25.391,-20.020
1621565346.126,-27.344,-24.414,-29.785,-37.598
1621565346.130,-60.059,-27.344,-31.250,-36.133
1621565346.134,-47.852,-26.855,-35.156,-33.203
1621565346.138,-19.043,-24.902,-34.180,-43.945
1621565346.142,-29.785,-27.344,-33.203,-45.898
1621565346.146,-58.594,-26.367,-31.250,-41.016
1621565346.150,-60.059,-24.414,-29.297,-37.109
1621565346.154,-29.297,-26.367,-31.250,-33.691
1621565346.158,-8.301,-28.809,-32.715,-38.086
1621565346.162,-47.852,-34.668,-32.715,-46.387
1621565346.166,-66.895,-25.391,-25.879,-42.969
1621565346.170,-43.457,-21.484,-29.297,-44.434
1621565346.174,-16.113,-25.391,-35.156,-41.992
1621565346.178,-34.180,-19.531,-30.273,-36.133
1621565346.182,-50.293,-22.949,-24.902,-29.297
1621565346.185,-35.156,-23.438,-24.414,-34.668
1621565346.189,-9.277,-19.531,-26.855,-34.180
1621565346.193,-19.531,-20.020,-30.273,-33.203
1621565346.197,-61.523,-19.043,-31.738,-49.316
1621565346.201,-57.617,-19.531,-32.715,-58.594
1621565346.205,-11.230,-16.602,-34.180,-45.898
1621565346.209,-0.488,-17.578,-32.227,-37.598
1621565346.213,-39.551,-19.531,-29.297,-42.969
1621565346.217,-50.781,-19.043,-28.320,-41.992
1621565346.221,-30.273,-21.484,-33.203,-38.574
1621565346.225,-17.578,-27.832,-38.086,-43.945
1621565346.229,-43.945,-27.344,-35.156,-47.363
1621565346.233,-48.828,-27.344,-36.133,-44.434
1621565346.237,-22.949,-29.297,-38.086,-40.039
1621565346.241,-1.953,-25.391,-35.156,-39.062
1621565346.245,-24.414,-23.438,-34.668,-41.504
1621565346.249,-50.781,-27.344,-36.621,-43.945
1621565346.253,-42.480,-22.461,-36.133,-38.086
1621565346.256,-5.859,-16.113,-29.785,-27.832
1621565346.260,-30.762,-22.461,-30.762,-46.875
1621565346.264,-75.195,-23.926,-31.738,-63.477
1621565346.268,-52.246,-17.090,-27.832,-50.293
1621565346.272,-28.320,-19.043,-31.738,-42.480
1621565346.276,-26.367,-21.484,-30.762,-45.410
1621565346.280,-53.711,-22.461,-30.273,-42.969
1621565346.284,-68.359,-23.926,-32.227,-40.039
1621565346.288,-43.945,-20.020,-29.785,-34.180
1621565346.292,-25.879,-19.043,-29.785,-31.738
1621565346.296,-52.734,-24.902,-28.809,-42.969
1621565346.300,-63.965,-28.809,-31.250,-48.340
1621565346.304,-37.598,-28.809,-35.156,-41.016
1621565346.308,-16.113,-26.855,-30.273,-37.109
1621565346.312,-37.109,-27.344,-28.809,-37.598
1621565346.316,-71.289,-26.367,-27.832,-35.156
1621565346.320,-67.871,-27.344,-31.738,-34.668
1621565346.324,-21.484,-28.320,-32.715,-29.297
1621565346.327,-21.484,-27.344,-30.762,-40.527
1621565346.331,-65.918,-31.738,-35.156,-51.270
1621565346.335,-76.172,-31.738,-36.133,-51.270
1621565346.339,-44.434,-29.785,-33.203,-46.387
1621565346.343,-31.250,-30.273,-31.250,-40.527
1621565346.347,-49.805,-23.926,-24.414,-45.410
1621565346.351,-49.805,-22.461,-24.414,-41.992
1621565346.355,-21.484,-26.367,-22.461,-21.973
1621565346.359,-12.695,-26.855,-20.020,-19.043
1621565346.363,-59.082,-31.250,-29.297,-36.621
1621565346.367,-71.289,-35.156,-32.227,-39.062
1621565346.371,-40.039,-29.785,-29.297,-29.297
1621565346.375,-4.883,-24.902,-27.832,-26.855
1621565346.379,-29.785,-25.391,-29.297,-36.621
1621565346.383,-68.359,-32.227,-34.180,-38.086
1621565346.387,-54.199,-34.668,-34.180,-27.832
1621565346.391,-26.367,-29.297,-29.785,-29.297
1621565346.395,-22.461,-22.461,-25.879,-30.273
1621565346.398,-48.340,-21.973,-23.926,-22.949
1621565346.402,-62.988,-26.855,-23.926,-31.738
1621565346.406,-36.133,-25.391,-26.367,-31.738
1621565346.410,-17.090,-23.926,-30.762,-30.273
1621565346.414,-44.434,-22.949,-28.320,-38.574
1621565346.418,-50.781,-16.602,-24.902,-37.109
1621565346.422,-31.738,-17.578,-30.273,-34.668
1621565346.426,-25.391,-21.973,-31.738,-35.645
1621565346.430,-49.316,-20.020,-26.855,-32.715
1621565346.434,-62.500,-19.043,-26.367,-31.738
1621565346.438,-39.551,-22.461,-31.738,-29.297
1621565346.442,-9.277,-22.949,-29.297,-22.949
1621565346.446,-32.715,-24.902,-27.344,-29.297
1621565346.450,-61.035,-24.902,-27.832,-35.645
1621565346.454,-49.805,-22.949,-24.902,-26.855
1621565346.458,-20.996,-26.855,-22.461,-15.625
1621565346.462,-31.250,-30.762,-24.902,-19.531
1621565346.466,-65.430,-31.250,-30.273,-21.484
1621565346.469,-66.895,-30.762,-28.320,-19.531
1621565346.473,-33.691,-32.227,-31.250,-25.391
1621565346.477,-10.254,-29.785,-32.227,-36.621
1621565346.481,-48.828,-26.855,-32.227,-35.645
1621565346.485,-62.500,-24.414,-32.227,-28.809
1621565346.489,-26.367,-20.996,-26.855,-29.785
1621565346.493,-0.977,-28.809,-31.738,-30.762
1621565346.497,-32.715,-30.762,-37.598,-38.086
1621565346.501,-59.570,-27.344,-39.551,-32.715
1621565346.505,-39.062,-30.762,-40.039,-25.391
1621565346.509,-14.648,-31.250,-40.039,-30.273
1621565346.513,-26.855,-28.809,-36.133,-31.738
1621565346.517,-50.781,-27.344,-29.785,-26.855
1621565346.521,-56.152,-28.320,-27.832,-29.785
1621565346.525,-32.715,-27.832,-26.855,-24.902
1621565346.529,-18.555,-26.367,-27.344,-20.508
1621565346.533,-62.500,-26.855,-29.785,-27.344
1621565346.537,-66.406,-26.367,-29.297,-24.414
1621565346.540,-21.973,-24.902,-28.320,-17.090
1621565346.544,-11.719,-28.809,-28.809,-17.578
1621565346.548,-41.504,-31.250,-28.809,-23.926
1621565346.552,-56.641,-27.832,-31.738,-32.715
1621565346.556,-39.062,-24.414,-32.715,-23.926
1621565346.560,-16.602,-28.809,-30.273,-20.508
1621565346.564,-39.062,-30.273,-26.367,-23.926
1621565346.568,-63.965,-29.297,-25.879,-18.066
1621565346.572,-49.316,-33.691,-29.297,-23.926
1621565346.576,-6.348,-29.297,-28.320,-27.832
1621565346.580,-25.879,-22.949,-24.414,-28.320
1621565346.584,-67.871,-28.809,-29.785,-29.785
1621565346.588,-55.176,-32.715,-32.227,-32.227
1621565346.592,-25.879,-31.250,-28.809,-30.273
1621565346.596,-22.461,-29.297,-28.320,-29.785
1621565346.600,-42.480,-26.855,-26.367,-32.715
1621565346.604,-51.758,-26.855,-26.855,-23.438
1621565346.608,-23.438,-29.297,-29.785,-13.184
1621565346.611,11.230,-29.785,-30.762,-22.461
1621565346.615,-31.250,-26.855,-34.668,-37.109
1621565346.619,-53.711,-25.879,-37.109,-24.902
1621565346.623,-27.344,-29.785,-36.621,-13.672
1621565346.627,-12.207,-31.250,-35.156,-16.602
1621565346.631,-25.391,-28.809,-37.109,-20.020
1621565346.635,-43.945,-30.762,-41.504,-23.926
1621565346.639,-39.062,-28.320,-37.109,-19.043
1621565346.643,-12.207,-25.879,-27.344,-11.230
1621565346.647,-15.625,-27.344,-25.879,-17.090
1621565346.651,-47.852,-24.414,-31.738,-24.414
1621565346.655,-48.828,-21.484,-34.668,-20.020
1621565346.659,-12.207,-17.090,-31.738,-12.207
1621565346.663,1.953,-14.648,-28.320,-13.184
1621565346.667,-36.133,-20.020,-36.133,-32.715
1621565346.671,-43.457,-24.902,-34.180,-33.203
1621565346.675,-14.160,-26.855,-26.367,-27.344
1621565346.679,-5.371,-25.879,-26.855,-28.809
1621565346.682,-35.645,-27.832,-30.762,-37.109
1621565346.686,-50.293,-28.320,-31.250,-39.062
1621565346.690,-36.133,-25.879,-26.367,-31.250
1621565346.694,-4.883,-20.996,-26.855,-27.344
1621565346.698,-18.555,-19.531,-27.344,-27.344
1621565346.702,-56.152,-21.484,-26.367,-38.574
1621565346.706,-52.246,-26.367,-29.785,-41.992
1621565346.710,-22.461,-30.273,-30.762,-33.203
1621565346.714,-26.367,-33.203,-30.273,-32.715
1621565346.718,-58.105,-33.691,-26.855,-34.180
1621565346.722,-56.641,-32.227,-25.879,-39.062
1621565346.726,-25.391,-30.273,-26.855,-32.227
1621565346.730,-19.043,-28.809,-26.855,-32.227
1621565346.734,-53.711,-30.762,-24.414,-35.645
1621565346.738,-60.059,-33.691,-25.391,-33.203
1621565346.742,-30.273,-34.668,-29.785,-29.297
1621565346.746,-8.789,-35.156,-33.691,-29.297
1621565346.750,-39.551,-31.250,-32.715,-32.715
1621565346.753,-65.918,-29.297,-31.250,-30.273
1621565346.757,-35.645,-30.762,-29.785,-26.855
1621565346.761,0.977,-26.367,-24.902,-24.414
1621565346.765,-17.578,-24.902,-26.367,-30.273
1621565346.769,-57.129,-29.785,-24.902,-30.762
1621565346.773,-50.293,-27.832,-23.438,-29.297
1621565346.777,-12.695,-24.902,-30.273,-28.320
1621565346.781,-20.996,-27.832,-27.344,-24.414
1621565346.785,-60.059,-33.691,-29.785,-33.691
1621565346.789,-60.059,-35.645,-34.668,-37.598
1621565346.793,-34.668,-31.738,-31.250,-37.109
1621565346.797,-15.137,-32.715,-32.715,-40.039
1621565346.801,-34.668,-32.715,-32.715,-41.016
1621565346.805,-47.852,-26.855,-27.344,-42.969
1621565346.809,-20.996,-22.949,-21.973,-36.621
1621565346.813,9.766,-21.484,-23.926,-37.109
1621565346.817,-8.301,-20.996,-27.344,-51.270
1621565346.821,-41.504,-24.902,-24.414,-54.199
1621565346.824,-25.391,-25.391,-21.973,-40.527
1621565346.828,8.301,-27.832,-22.949,-26.855
1621565346.832,-11.230,-30.762,-27.344,-31.738
1621565346.836,-51.270,-30.273,-29.297,-33.691
1621565346.840,-44.922,-30.273,-27.832,-28.809
1621565346.844,-9.766,-30.762,-30.273,-26.367
1621565346.848,-9.277,-29.297,-32.715,-28.809
1621565346.852,-46.875,-27.832,-33.203,-43.457
1621565346.856,-60.059,-26.367,-34.180,-53.223
1621565346.860,-32.227,-21.973,-30.273,-40.039
1621565346.864,-11.719,-26.855,-27.832,-30.762
1621565346.868,-44.434,-29.297,-26.855,-43.457
1621565346.872,-67.383,-24.414,-29.785,-44.434
1621565346.876,-41.016,-24.902,-33.203,-34.668
1621565346.880,-9.277,-27.344,-32.227,-30.273
1621565346.884,-32.715,-26.855,-28.809,-30.273
1621565346.888,-58.594,-26.855,-26.855,-27.344
1621565346.892,-53.223,-32.715,-29.297,-28.320
1621565346.895,-21.484,-36.133,-31.250,-27.344
1621565346.899,-16.602,-31.250,-29.785,-27.344
1621565346.903,-44.434,-26.855,-27.832,-33.203
1621565346.907,-36.133,-30.762,-28.809,-27.344
