timestamps,TP9,AF7,AF8,TP10,Right AUX
1621213376.908,-6.836,-17.090,-72.754,-3.906,0.000
1621213376.912,-17.578,-30.273,-50.293,-6.836,0.000
1621213376.916,-8.301,-41.016,-31.738,5.371,0.000
1621213376.920,-12.695,-47.363,-28.809,10.742,0.000
1621213376.924,-31.250,-50.781,-30.273,-2.441,0.000
1621213376.928,-37.598,-39.062,-24.902,-17.090,0.000
1621213376.932,-45.898,-47.363,-27.344,-14.160,0.000
1621213376.936,-34.668,-41.504,-27.344,-8.789,0.000
1621213376.940,-20.508,-42.969,-23.438,-1.953,0.000
1621213376.943,-43.945,-43.945,-24.902,-10.742,0.000
1621213376.947,-37.598,-51.758,-32.227,-27.832,0.000
1621213376.951,-49.805,-71.289,-28.320,-28.320,0.000
1621213376.955,-67.871,-63.965,-11.230,-14.648,0.000
1621213376.959,-68.848,-58.105,-18.555,-17.578,0.000
1621213376.963,-60.059,-66.895,-34.668,-29.785,0.000
1621213376.967,-44.922,-71.289,-27.832,-30.273,0.000
1621213376.971,-79.590,-72.754,-22.461,-29.785,0.000
1621213376.975,-97.168,-76.172,-23.926,-27.344,0.000
1621213376.979,-81.055,-75.195,-15.625,-29.297,0.000
1621213376.982,-84.473,-75.684,-10.254,-31.738,0.000
1621213376.986,-90.820,-77.637,-13.184,-19.531,0.000
1621213376.990,-79.590,-82.520,-12.695,-9.277,0.000
1621213376.994,-85.938,-84.473,0.000,-22.949,0.000
1621213376.998,-93.750,-81.543,4.395,-31.250,0.000
1621213377.002,-74.219,-86.426,2.930,-19.531,0.000
1621213377.006,-79.102,-92.773,5.371,-2.441,0.000
1621213377.010,-88.379,-91.797,13.184,3.418,0.000
1621213377.014,-89.355,-84.961,22.949,-16.602,0.000
1621213377.018,-101.562,-80.078,29.785,-18.066,0.000
1621213377.022,-95.215,-80.078,27.832,-3.418,0.000
1621213377.025,-86.426,-86.914,28.320,-1.953,0.000
1621213377.029,-84.961,-88.867,39.551,9.766,0.000
1621213377.033,-73.242,-80.078,40.527,15.137,0.000
1621213377.037,-57.129,-80.566,34.668,4.883,0.000
1621213377.041,-60.059,-85.449,39.062,12.207,0.000
1621213377.045,-81.055,-86.914,42.480,8.301,0.000
1621213377.049,-78.613,-87.402,34.180,4.395,0.000
1621213377.053,-72.754,-81.543,37.598,25.391,0.000
1621213377.057,-88.867,-72.266,55.176,33.203,0.000
1621213377.061,-82.031,-80.566,50.293,40.039,0.000
1621213377.065,-71.777,-81.543,50.293,30.762,0.000
1621213377.068,-81.055,-72.754,60.547,20.996,0.000
1621213377.072,-68.848,-75.684,58.105,39.551,0.000
1621213377.076,-59.082,-69.336,54.688,43.945,0.000
1621213377.080,-61.523,-64.453,59.570,29.785,0.000
1621213377.084,-68.848,-68.359,58.105,18.066,0.000
1621213377.088,-51.758,-74.707,53.223,15.137,0.000
1621213377.092,-32.227,-76.172,60.547,32.715,0.000
1621213377.096,-48.340,-76.660,63.965,31.738,0.000
1621213377.100,-50.781,-86.426,62.988,24.902,0.000
1621213377.104,-53.223,-86.914,69.336,29.297,0.000
1621213377.107,-62.012,-81.543,62.500,21.484,0.000
1621213377.111,-72.754,-69.824,56.152,12.695,0.000
1621213377.115,-67.871,-64.941,67.383,24.414,0.000
1621213377.119,-48.828,-73.242,73.730,23.926,0.000
1621213377.123,-45.410,-65.430,71.289,23.438,0.000
1621213377.127,-57.617,-67.871,73.242,41.504,0.000
1621213377.131,-62.988,-80.078,70.801,18.066,0.000
1621213377.135,-35.645,-77.637,63.965,3.418,0.000
1621213377.139,-14.648,-70.801,57.129,20.020,0.000
1621213377.143,-28.809,-76.172,55.176,31.250,0.000
1621213377.147,-38.574,-76.660,64.453,39.062,0.000
1621213377.150,-42.480,-73.242,64.941,29.785,0.000
1621213377.154,-32.227,-64.941,61.035,27.344,0.000
1621213377.158,-35.645,-67.383,59.082,32.715,0.000
1621213377.162,-21.484,-73.730,56.641,18.555,0.000
1621213377.166,-12.695,-70.312,63.965,27.344,0.000
1621213377.170,-32.715,-66.895,62.500,44.434,0.000
1621213377.174,-35.156,-61.523,57.617,43.945,0.000
1621213377.178,-31.738,-64.453,59.570,28.320,0.000
1621213377.182,-17.090,-65.918,55.664,23.438,0.000
1621213377.186,-33.203,-66.895,49.805,19.043,0.000
1621213377.190,-20.020,-66.895,51.270,42.969,0.000
1621213377.193,11.719,-64.941,46.387,72.266,0.000
1621213377.197,-42.480,-53.223,45.410,37.109,0.000
1621213377.201,-76.172,-40.039,45.898,21.973,0.000
1621213377.205,-45.898,-39.062,40.527,32.227,0.000
1621213377.209,-33.691,-43.457,36.621,27.344,0.000
1621213377.213,-26.367,-42.480,32.715,23.926,0.000
1621213377.217,-27.344,-41.504,28.809,26.855,0.000
1621213377.221,-29.297,-42.480,28.320,21.973,0.000
1621213377.225,-19.043,-46.875,31.738,19.043,0.000
1621213377.229,-16.113,-48.828,24.414,25.879,0.000
1621213377.233,-17.090,-53.711,21.484,31.738,0.000
1621213377.236,-4.395,-56.641,20.996,31.250,0.000
1621213377.240,-3.418,-47.852,6.836,41.992,0.000
1621213377.244,-13.184,-43.457,2.441,56.641,0.000
1621213377.248,-7.324,-54.199,8.789,45.898,0.000
1621213377.252,-1.953,-52.734,5.859,28.320,0.000
1621213377.256,-33.691,-41.016,0.488,22.949,0.000
1621213377.260,-37.598,-41.504,-10.742,18.066,0.000
1621213377.264,-13.672,-43.457,-17.578,12.695,0.000
1621213377.268,-22.461,-50.293,-17.090,9.766,0.000
1621213377.272,-29.785,-46.387,-12.207,19.531,0.000
1621213377.275,-37.109,-49.316,-14.160,19.043,0.000
1621213377.279,-20.020,-46.875,-20.020,3.906,0.000
1621213377.283,-3.418,-37.598,-10.742,5.371,0.000
1621213377.287,-6.348,-35.156,-8.301,1.953,0.000
1621213377.291,-19.531,-41.016,-14.648,2.441,0.000
1621213377.295,-7.324,-41.504,-14.648,14.648,0.000
1621213377.299,-0.488,-36.133,-14.160,11.230,0.000
1621213377.303,-4.395,-58.105,-10.742,14.648,0.000
1621213377.307,0.488,-60.059,-6.348,19.531,0.000
1621213377.311,-18.066,-43.945,-6.836,10.254,0.000
1621213377.315,-20.508,-46.875,-17.578,7.812,0.000
1621213377.318,-20.508,-53.223,-19.531,-14.648,0.000
1621213377.322,-31.250,-51.758,-21.973,-18.066,0.000
1621213377.326,-24.414,-49.316,-23.926,0.488,0.000
1621213377.330,-10.742,-52.734,-27.344,-1.465,0.000
1621213377.334,-13.184,-58.594,-37.598,-14.648,0.000
1621213377.338,-29.785,-55.664,-41.504,-27.832,0.000
1621213377.342,-33.691,-60.547,-53.223,-25.879,0.000
1621213377.346,-26.855,-71.777,-42.480,-25.391,0.000
1621213377.350,-41.992,-61.035,-30.273,-25.879,0.000
1621213377.354,-44.922,-53.223,-40.039,-20.996,0.000
1621213377.357,-39.062,-51.758,-38.086,-24.902,0.000
1621213377.361,-43.457,-50.781,-34.668,-20.508,0.000
1621213377.365,-62.988,-57.129,-38.574,-33.203,0.000
1621213377.369,-55.664,-60.059,-47.363,-47.852,0.000
1621213377.373,-56.152,-62.012,-55.176,-41.016,0.000
1621213377.377,-59.082,-60.547,-52.734,-39.551,0.000
1621213377.381,-34.668,-62.988,-57.129,-40.527,0.000
1621213377.385,-47.852,-65.430,-52.246,-45.898,0.000
1621213377.389,-66.406,-67.383,-42.480,-28.809,0.000
1621213377.393,-39.551,-65.918,-48.340,-5.859,0.000
1621213377.397,-25.391,-60.059,-42.480,-29.297,0.000
1621213377.400,-40.527,-58.105,-44.922,-47.852,0.000
1621213377.404,-42.969,-58.594,-55.664,-40.039,0.000
1621213377.408,-39.062,-60.059,-46.875,-37.109,0.000
1621213377.412,-23.438,-59.570,-51.758,-43.457,0.000
1621213377.416,-37.109,-58.105,-58.105,-50.781,0.000
1621213377.420,-45.898,-51.270,-50.293,-54.199,0.000
1621213377.424,-30.762,-43.457,-60.059,-39.551,0.000
1621213377.428,-31.250,-52.246,-63.477,-37.598,0.000
1621213377.432,-49.316,-58.105,-51.270,-40.039,0.000
